,DUN_GRUP,DUN_CULTIU,Voronoi_1,ID_Voronoi,Municipi,Codi_munic,Comarca,Codi_comar,ID_CUENCA,CUENCA,ID_SUBCUEN,N_SUBCUENC,SUBCUENCAS,yield_kgHA,Voronoi_ag,Vor_ag_Num,Fid,Area,FoodTons_N,P_Manure,P_Fertiliser,P_Struvite,P_Compost,P_In,P_PO43-,P_Harvest,P_Out,P_Balance,P_bln_check
2244,FRUITA DOLCA,ALTRES FRUITERS,ALTRES FRUITERS,10,Pallejà,81574,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,13633.0,ALTRES FRUITERS,2,2244,52009.91100000001,70.905,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2245,HORTICOLES,HORTA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,43933.0,ALTRES CONREUS HERBACIS,1,2245,25610.938500000004,112.517,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2246,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2246,103485.6289,141.082,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2247,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2247,3524.8823,4.805,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2248,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2248,68091.1939,92.829,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2249,HORTICOLES,HORTA,HORTA,43,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,20332.0,HORTA,19,2249,3190.3576,6.487,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2250,HORTICOLES,HORTA,HORTA,43,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,20332.0,HORTA,19,2250,40198.7628,81.732,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2251,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2251,111.5329,0.152,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2252,HORTICOLES,HORTA,HORTA,43,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,21836.0,HORTA,19,2252,137446.1326,300.127,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2253,HORTICOLES,HORTA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,42333.0,ALTRES CONREUS HERBACIS,1,2253,4290.4844,18.163,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2254,HORTICOLES,HORTA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,42333.0,ALTRES CONREUS HERBACIS,1,2254,13065.7535,55.311,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2255,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,4113.0,FRUITERS NO CITRICS,15,2255,9665.1745,3.975,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
2256,HORTICOLES,HORTA,HORTA,43,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,21836.0,HORTA,19,2256,4354.7091,9.509,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2257,HORTICOLES,HORTA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,42333.0,ALTRES CONREUS HERBACIS,1,2257,2995.509,12.681,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2258,FRUITA DOLCA,CODONY,CODONY,21,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,11000.0,CODONY,10,2258,13545.1682,14.9,0,0.0,12.1,0,12.1,0.0,12.1,12.1,0.0,Enough
2259,FARRATGERES,ALFALS,Fruiters no cítrics en regadiu,34,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2259,132.4732,0.181,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2260,HORTICOLES,HORTA,HORTA,43,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,20332.0,HORTA,19,2260,266.6614,0.542,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2261,FARRATGERES,ALFALS,Fruiters no cítrics en regadiu,34,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2261,122.1749,0.167,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2262,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2262,244.9998,0.334,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2263,FARRATGERES,ALFALS,Fruiters no cítrics en regadiu,34,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2263,710.8182,0.969,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2264,HORTICOLES,HORTA,HORTA,43,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,20332.0,HORTA,19,2264,4006.5248,8.146000000000004,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2265,HORTICOLES,HORTA,HORTA,43,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,20332.0,HORTA,19,2265,188.7994,0.384,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2266,HORTICOLES,HORTA,HORTA,43,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,20332.0,HORTA,19,2266,16769.3592,34.095,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2267,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57281,RIERA DE SANT JUST,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2267,328951.6533,448.46,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2268,HORTICOLES,HORTA,HORTA,43,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57281,RIERA DE SANT JUST,EL LLOBREGAT,20332.0,HORTA,19,2268,28536.3119,58.02,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2269,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57281,RIERA DE SANT JUST,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2269,3243.8051,4.422,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2270,HORTICOLES,HORTA,HORTA,43,Sant Joan Despí,82172,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,20332.0,HORTA,19,2270,263764.4969,536.286,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2271,FRUITA DOLCA,PRUNERES,PRUNERES,58,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,9300.0,PRUNERES,29,2271,936.3425,0.871,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2272,FRUITA DOLCA,PRESSEGUERS,Altres conreus herbacis en regadiu,9,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57284,RIERA DE CAN JULIA,EL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,2272,144476.8537,53.456,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
2273,HORTICOLES,HORTA,HORTA,43,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,20332.0,HORTA,19,2273,285299.4074,580.071,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2274,FRUITA DOLCA,PRUNERES,PRUNERES,58,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,9300.0,PRUNERES,29,2274,45687.5278,42.489,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2275,FRUITA DOLCA,PRESSEGUERS,PRESSEGUERS,56,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,13800.0,PRESSEGUERS/NECTARINS,28,2275,36609.0162,50.52,0,0.0,11.04,0,11.04,0.0,11.04,11.04,0.0,Enough
2276,FRUITA DOLCA,CAQUI,CAQUI,15,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,12600.0,CAQUI,5,2276,236389.0216,297.85,0,0.0,13.86,0,13.86,0.0,13.86,13.86,0.0,Enough
2277,FRUITA DOLCA,PRESSEGUERS,PRESSEGUERS,56,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57287,RIERA DE CAN MALLOL,EL LLOBREGAT,13800.0,PRESSEGUERS/NECTARINS,28,2277,422312.5999,582.791,0,0.0,11.04,0,11.04,0.0,11.04,11.04,0.0,Enough
2278,FRUITA DOLCA,PRUNERES,PRUNERES,58,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,9300.0,PRUNERES,29,2278,88348.3469,82.164,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2279,OLIVERAR,OLIVERES,Fruiters no cítrics en regadiu,34,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57304,TORRENT DE CAN MIANO,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2279,14407.3836,19.642,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2280,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57292,TORRENT DEL TERME,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2280,64018.8867,87.277,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2281,FRUITA DOLCA,FIGUERA,Conreus en transformació,24,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,3700.0,CONREUS EN TRANSFORMACIO,12,2281,1928.6871,0.714,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
2282,OLIVERAR,OLIVERES,Fruiters no cítrics en regadiu,34,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2282,421354.6573,574.433,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2283,FRUITA DOLCA,PRESSEGUERS,PRESSEGUERS,56,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,13800.0,PRESSEGUERS/NECTARINS,28,2283,82291.0556,113.562,0,0.0,11.04,0,11.04,0.0,11.04,11.04,0.0,Enough
2284,FRUITA DOLCA,PRUNERES,PRUNERES,58,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,9300.0,PRUNERES,29,2284,3944.1828,3.668,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2285,OLIVERAR,OLIVERES,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57306,TORRENT D'EN BENET,EL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,2285,50628.26180000001,18.732,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
2286,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en regadiu,9,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57304,TORRENT DE CAN MIANO,EL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,2286,233847.5122,86.524,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
2287,HORTICOLES,HORTA,HORTA,43,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57304,TORRENT DE CAN MIANO,EL LLOBREGAT,20332.0,HORTA,19,2287,53993.0548,109.779,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2288,FRUITA DOLCA,PRUNERES,PRUNERES,58,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57288,RIERA DE LA SALUT,EL LLOBREGAT,9300.0,PRUNERES,29,2288,606037.7345,563.615,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2289,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics en bancals,32,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57858,RIERA DEL MORRAL DEL MOLI,EL LLOBREGAT,4113.0,FRUITERS NO CITRICS,15,2289,14932.2091,6.142,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
2290,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics en regadiu,34,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57858,RIERA DEL MORRAL DEL MOLI,EL LLOBREGAT,10271.0,FRUITERS NO CITRICS,15,2290,8306.5586,8.532,0,0.0,11.2981,0,11.2981,0.0,11.2981,11.2981,0.0,Enough
2291,FRUITA DOLCA,CIRERERS,CIRERERS,19,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57858,RIERA DEL MORRAL DEL MOLI,EL LLOBREGAT,1900.0,CIRERERS,8,2291,5520.1558,1.049,0,0.0,2.508,0,2.508,0.0,2.508,2.508,0.0,Enough
2292,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Fruiters no cítrics en regadiu,34,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57858,RIERA DEL MORRAL DEL MOLI,EL LLOBREGAT,4113.0,FRUITERS NO CITRICS,15,2292,2276.2091,0.936,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
2293,FRUITA DOLCA,CODONY,CODONY,21,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,11000.0,CODONY,10,2293,52883.5344,58.172,0,0.0,12.1,0,12.1,0.0,12.1,12.1,0.0,Enough
2294,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics en regadiu,34,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57858,RIERA DEL MORRAL DEL MOLI,EL LLOBREGAT,4113.0,FRUITERS NO CITRICS,15,2294,4337.3402,1.784,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
2295,FRUITA DOLCA,FRUITERS VARIS,FRUITERS VARIS,35,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,13633.0,ALTRES FRUITERS,2,2295,920.992,1.256,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2296,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2296,7691.0094,10.485,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2297,FRUITA DOLCA,PRUNERES,PRUNERES,58,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57344,TORRENT DE BATZACS,EL LLOBREGAT,9300.0,PRUNERES,29,2297,3131.5714,2.912,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2298,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2298,10865.2012,14.813,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2299,FRUITA DOLCA,PRUNERES,PRUNERES,58,Sant Feliu de Llobregat,82114,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,9300.0,PRUNERES,29,2299,46087.6195,42.861,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2300,FRUITA DOLCA,PRESSEGUERS,PRESSEGUERS,56,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57306,TORRENT D'EN BENET,EL LLOBREGAT,13800.0,PRESSEGUERS/NECTARINS,28,2300,1898.8708,2.62,0,0.0,11.04,0,11.04,0.0,11.04,11.04,0.0,Enough
2301,FRUITA DOLCA,CIRERERS,CIRERERS,19,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,2400.0,CIRERERS,8,2301,787.2861,0.189,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
2302,FRUITA DOLCA,FRUITERS VARIS,FRUITERS VARIS,35,Sant Joan Despí,82172,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,ALTRES FRUITERS,2,2302,39906.3989,54.404,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2303,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Sant Joan Despí,82172,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2303,36767.4749,50.125,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2304,FRUITA DOLCA,PRESSEGUERS,PRESSEGUERS,56,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,7400.0,PRESSEGUERS/NECTARINS,28,2304,5993.8831,4.435,0,0.0,5.92,0,5.92,0.0,5.92,5.92,0.0,Enough
2305,HORTICOLES,HORTA,HORTA,43,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,20332.0,HORTA,19,2305,9.2928,0.019,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2306,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Sant Boi de Llobregat,82009,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2306,254.6673,0.347,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2307,FRUITA DOLCA,PRUNERES,PRUNERES,58,Sant Joan Despí,82172,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,9300.0,PRUNERES,29,2307,36774.163,34.2,0,0.0,15.903,0,15.903,0.0,15.903,15.903,0.0,Enough
2308,FARRATGERES,ALFALS,Fruiters no cítrics en regadiu,34,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57279,RIERA DE CAN SOLER,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,2308,297.7786,0.406,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
2309,FRUITA DOLCA,CIRERERS,Altres conreus herbacis en regadiu,9,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,ALTRES CONREUS HERBACIS,1,2309,141.4771,0.019,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
2310,FRUITA DOLCA,CIRERERS,CIRERERS,19,Gavà,80898,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,2310,162.1183,0.039,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
2311,FRUITA DOLCA,CIRERERS,CIRERERS,19,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,3800.0,CIRERERS,8,2311,2149.7041,0.817,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
2312,OLIVERAR,OLIVERES,Fruiters no cítrics en bancals,32,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57427,TORRENT DE PEGUERES,EL LLOBREGAT,10271.0,FRUITERS NO CITRICS,15,2312,171.3969,0.176,0,0.0,11.2981,0,11.2981,0.0,11.2981,11.2981,0.0,Enough
2313,OLIVERAR,OLIVERES,Fruiters no cítrics en bancals,32,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,2313,5515.4355,2.999,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
2314,FRUITA DOLCA,CIRERERS,CIRERERS,19,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,2400.0,CIRERERS,8,2314,110115.3753,26.428,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
2315,FRUITA DOLCA,CIRERERS,CIRERERS,19,Santa Coloma de Cervelló,82444,Baix Llobregat,11,4,Llobregat,57287,RIERA DE CAN MALLOL,EL LLOBREGAT,2400.0,CIRERERS,8,2315,20091.1038,4.822,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
2316,VINYA,VINYES,Fruiters no cítrics en bancals,32,Tiana,82824,Maresme,21,2,Maresme,60051,TORRENT DE VALLCIRERA,RIERES DEL MARESME,4240.0,FRUITERS NO CITRICS,15,2316,2335.1028,0.99,0,0.0,4.664,0,4.664,0.0,4.664,4.664,0.0,Enough
2317,HORTICOLES,HORTA,Conreus en transformació,24,Sant Boi de Llobregat,82009,Baix Llobregat,11,4,Llobregat,57276,RIERA DE CAN PINYOL,EL LLOBREGAT,3700.0,CONREUS EN TRANSFORMACIO,12,2317,1798.6137,0.665,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Enough
2318,HORTICOLES,HORTA,HORTA,43,Sant Joan Despí,82172,Baix Llobregat,11,4,Llobregat,57276,RIERA DE CAN PINYOL,EL LLOBREGAT,20332.0,HORTA,19,2318,317595.3065,645.735,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
2319,CEREALS,CIVADA,CIVADA,20,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DEL PLA DEL LLOBREGAT,2100.0,CIVADA,9,2319,2611.5065,0.548,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
2320,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en regadiu,9,Sant Boi de Llobregat,82009,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DEL PLA DEL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,2320,1584.7712,0.586,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
2321,VINYA,VINYES,VINYES,66,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59531,TORRENT DE VALLENÇANA,EL BESÃ?S,8800.0,VINYES,38,2321,8355.127399999998,7.353,0,0.0,16.0,0,16.0,0.0,16.0,16.0,0.0,Enough
2322,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,59561,RIERA DE SANT MEDIR,EL BESÃ?S,4113.0,FRUITERS NO CITRICS,15,2322,1087.6857,0.447,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
2323,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Fruiters no cítrics,29,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,59561,RIERA DE SANT MEDIR,EL BESÃ?S,4113.0,FRUITERS NO CITRICS,15,2323,221.1388,0.091,0,0.0,4.5243,0,4.5243,0.0,4.5243,4.5243,0.0,Enough
2324,VINYA,VINYES,Fruiters no cítrics,29,Tiana,82824,Maresme,21,2,Maresme,60042,RIERA DE MONTALEGRE,RIERES DEL MARESME,19175.0,FRUITERS NO CITRICS,15,2324,2613.1416,5.011,0,0.0,21.0925,0,21.0925,0.0,21.0925,21.0925,0.0,Enough
2325,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,el Papiol,81580,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,5438.0,FRUITERS NO CITRICS,15,2325,5068.8085,2.756,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
2326,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,1350.0,HORTA,19,2326,886.3925,0.12,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
2327,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,1350.0,HORTA,19,2327,467.562,0.063,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
2328,VINYA,VINYES,VINYES,66,Barcelona,80193,Barcelones,13,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,8157.0,VINYES,38,2328,33472.9358,27.304,0,0.0,16.0,0,16.0,0.0,16.0,16.0,0.0,Enough
