,DUN_GRUP,DUN_CULTIU,Voronoi_1,ID_Voronoi,Municipi,Codi_munic,Comarca,Codi_comar,ID_CUENCA,CUENCA,ID_SUBCUEN,N_SUBCUENC,SUBCUENCAS,yield_kgHA,Voronoi_ag,Vor_ag_Num,Fid,Area,FoodTons_N,P_Manure,P_Fertiliser,P_Struvite,P_Compost,P_In,P_PO43-,P_Harvest,P_Out,P_Balance,P_bln_check
8719,OLIVERAR,OLIVERES,Horta familiar,44,la Palma de Cervelló,89058,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8719,1174.6118,2.388,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8720,HORTICOLES,HORTA,HORTA,43,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8720,320.2539,0.651,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8721,ALTRES USOS,VECA I CIVADA,Horta familiar,44,Sant Cugat del Vallès,82055,Valles Occidental,40,4,Llobregat,57346,RIERA DE RUBI,EL LLOBREGAT,21836.0,HORTA,19,8721,836.0001999999998,1.825,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8722,OLIVERAR,OLIVERES,Horta familiar,44,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57427,TORRENT DE PEGUERES,EL LLOBREGAT,21836.0,HORTA,19,8722,1389.3004,3.034,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8723,HORTICOLES,HORTA,HORTA,43,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8723,235.1035,0.478,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8724,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Horta familiar,44,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,21836.0,HORTA,19,8724,523.7749,1.144,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8725,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Horta familiar,44,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,21836.0,HORTA,19,8725,1775.4725,3.877,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8726,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Horta familiar,44,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,8726,940.5653,1.912,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8727,CEREALS,ORDI,Horta familiar,44,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,21836.0,HORTA,19,8727,689.8639,1.506,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8728,CEREALS,ORDI,Horta familiar,44,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,21836.0,HORTA,19,8728,728.9566999999998,1.592,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8729,CEREALS,ORDI,Horta familiar,44,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,21836.0,HORTA,19,8729,3320.8847,7.251,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8730,CEREALS,TRITICALE,Horta familiar,44,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,21836.0,HORTA,19,8730,1419.4099,3.099,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8731,CEREALS,TRITICALE,Horta familiar,44,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,21836.0,HORTA,19,8731,55.9282,0.122,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8732,CEREALS,ORDI,Horta familiar,44,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,21836.0,HORTA,19,8732,3016.77,6.587,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8733,HORTICOLES,HORTA,HORTA,43,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,8733,360.6358,0.733,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8734,HORTICOLES,HORTA,HORTA,43,Gavà,80898,Baix Llobregat,11,4,Llobregat,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,8734,689.4658,1.402,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8735,HORTICOLES,HORTA,HORTA,43,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,8735,102.3096,0.208,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8736,HORTICOLES,HORTA,HORTA,43,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,8736,295.2685,0.6,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8737,HORTICOLES,HORTA,HORTA,43,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,8737,710.2005,1.444,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8738,HORTICOLES,HORTA,HORTA,43,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,8738,188.0076,0.382,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8739,CEREALS,CIVADA,Horta familiar,44,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,8739,9313.4576,18.936,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8740,FRUITA DOLCA,CIRERERS,CIRERERS,19,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,2400.0,CIRERERS,8,8740,6069.7005,1.457,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
8741,FRUITA DOLCA,CIRERERS,CIRERERS,19,Gavà,80898,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,8741,805.4195999999998,0.193,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
8742,HORTICOLES,HORTA,HORTA,43,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8742,2375.2089,4.829,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8743,HORTICOLES,HORTA,HORTA,43,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8743,256.1211,0.521,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8744,FRUITA DOLCA,ALTRES FRUITERS,ALTRES FRUITERS,10,Pallejà,81574,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,13633.0,ALTRES FRUITERS,2,8744,1897.6001,2.587,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
8745,VINYA,VINYES,Horta familiar,44,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8745,565.9202,1.151,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8746,VINYA,VINYES,Horta familiar,44,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8746,270.2443,0.549,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8747,HORTICOLES,HORTA,HORTA,43,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8747,194.456,0.395,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8748,CITRICS,MANDARINER,MANDARINER,73,Barcelona,80193,Barcelones,13,5,Besos,59522,TORRENT DURAN,RIERES DEL PLA DE BARCELONA,17500.0,MANDARINER,20,8748,823.1661,1.441,0,0.0,12.25,0,12.25,0.0,12.25,12.25,0.0,Enough
8749,FRUITA DOLCA,PRESSEGUERS,PRESSEGUERS,56,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,7400.0,PRESSEGUERS/NECTARINS,28,8749,2623.5768,1.941,0,0.0,5.92,0,5.92,0.0,5.92,5.92,0.0,Enough
8750,HORTICOLES,HORTA,HORTA,43,la Palma de Cervelló,89058,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8750,2313.7309,4.704,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8751,HORTICOLES,HORTA,HORTA,43,la Palma de Cervelló,89058,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,8751,1493.8142,3.037,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8752,ALTRES USOS,VECA I CIVADA,Horta familiar,44,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57414,RIERA DE CORBERA,EL LLOBREGAT,20332.0,HORTA,19,8752,2430.2907,4.941,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8753,FRUITA DOLCA,CIRERERS,CIRERERS,19,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,3800.0,CIRERERS,8,8753,15871.543,6.031,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
8754,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8754,154.1631,0.04,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8755,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8755,137.853,0.036,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8756,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8756,5890.7411,1.532,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8757,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8757,5171.4048,1.345,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8758,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8758,457.8643,0.119,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8759,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8759,213.1954,0.055,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8760,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8760,235.5689,0.061,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8761,HORTICOLES,HORTA,HORTA,43,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,20904.0,HORTA,19,8761,4495.3706,9.397,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8762,HORTICOLES,HORTA,HORTA,43,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,20904.0,HORTA,19,8762,469.5487,0.982,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8763,HORTICOLES,HORTA,HORTA,43,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,20904.0,HORTA,19,8763,603.651,1.262,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8764,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,5,Besos,59531,TORRENT DE VALLENÇANA,EL BESÃ?S,2600.0,HORTA,19,8764,8854.7293,2.302,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8765,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,2,Maresme,60038,RIERA DE SANT JERONI,RIERES DEL MARESME,2600.0,HORTA,19,8765,155.8497,0.041,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8766,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,4367.0,HORTA,19,8766,2045.5472,0.893,0,0.0,52.404,0,52.404,0.0,52.404,52.404,0.0,Enough
8767,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,4367.0,HORTA,19,8767,192.9997,0.084,0,0.0,52.404,0,52.404,0.0,52.404,52.404,0.0,Enough
8768,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,4367.0,HORTA,19,8768,195.9465,0.086,0,0.0,52.404,0,52.404,0.0,52.404,52.404,0.0,Enough
8769,HORTICOLES,HORTA,HORTA,43,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,20904.0,HORTA,19,8769,8288.4485,17.326,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8770,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,8770,112.6096,0.024,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
8771,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,8771,135.5983,0.028,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
8772,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,4367.0,HORTA,19,8772,8702.6142,3.8,0,0.0,52.404,0,52.404,0.0,52.404,52.404,0.0,Enough
8773,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,8773,2175.9072,0.457,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
8774,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Horta familiar,44,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,8774,642.9164,1.307,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8775,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,8775,13466.6375,2.828,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
8776,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,8776,8507.0032,1.786,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
8777,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,8777,6273.5704,1.317,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
8778,CEREALS,ORDI,Horta familiar,44,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,8778,297.8464,0.606,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8779,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Horta familiar,44,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57414,RIERA DE CORBERA,EL LLOBREGAT,20332.0,HORTA,19,8779,958.0282,1.948,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8780,FRUITA DOLCA,CIRERERS,CIRERERS,19,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,2400.0,CIRERERS,8,8780,3139.7237,0.754,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
8781,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Boi de Llobregat,82009,Baix Llobregat,11,4,Llobregat,57276,RIERA DE CAN PINYOL,EL LLOBREGAT,3800.0,CIRERERS,8,8781,1263.171,0.48,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
8782,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,8782,5793.0386,1.39,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
8783,HORTICOLES,HORTA,HORTA,43,Corbera de Llobregat,80728,Baix Llobregat,11,4,Llobregat,57414,RIERA DE CORBERA,EL LLOBREGAT,20332.0,HORTA,19,8783,172.4067,0.351,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8784,HORTICOLES,HORTA,HORTA,43,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,20332.0,HORTA,19,8784,636.9831,1.295,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8785,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals,7,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,2368.0,HORTA,19,8785,2542.6554,0.602,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
8786,FRUITA DOLCA,CIRERERS,Altres conreus herbacis en bancals,7,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3700.0,HORTA,19,8786,908.4959,0.336,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
8787,LLEGUMINOSES,CIGRONS,Altres conreus herbacis en bancals,7,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,HORTA,19,8787,879.2568999999999,0.119,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8788,LLEGUMINOSES,CIGRONS,Altres conreus herbacis en bancals,7,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,HORTA,19,8788,164.7063,0.022,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8789,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals,7,Begues,80207,Baix Llobregat,11,4,Llobregat,57101,RIERA DE JAFRE,RIERES DE GARRAF,1350.0,HORTA,19,8789,20906.0945,2.822,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8790,OLIVERAR,OLIVERES,Altres conreus herbacis en bancals,7,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,1350.0,HORTA,19,8790,2878.7008,0.389,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8791,HORTICOLES,HORTA,Altres conreus herbacis en bancals,7,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,HORTA,19,8791,10846.8654,1.464,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8792,VINYA,VINYES,Altres conreus herbacis en bancals,7,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57852,TORRENT DE SALZES,EL LLOBREGAT,1580.0,HORTA,19,8792,109.6621,0.017,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
8793,VINYA,VINYES,Altres conreus herbacis en bancals,7,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57852,TORRENT DE SALZES,EL LLOBREGAT,1580.0,HORTA,19,8793,268.6076,0.042,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
8794,FRUITA DOLCA,CIRERERS,Altres conreus herbacis en bancals,7,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,1350.0,HORTA,19,8794,12168.6236,1.643,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8795,OLIVERAR,OLIVERES,Altres conreus herbacis en bancals,7,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,1350.0,HORTA,19,8795,1766.4524,0.238,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8796,HORTICOLES,HORTA,HORTA,43,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,20332.0,HORTA,19,8796,334.5957,0.68,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8797,HORTICOLES,HORTA,HORTA,43,Torrelles de Llobregat,82896,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,20332.0,HORTA,19,8797,146.4292,0.298,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
8798,HORTICOLES,MADUIXA,Altres conreus herbacis en bancals,7,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,HORTA,19,8798,120.4292,0.016,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8799,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals,7,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,2368.0,HORTA,19,8799,933.7567,0.221,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
8800,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals,7,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59521,RIU BESOS,EL BESÃ?S,2368.0,HORTA,19,8800,1743.548,0.413,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
8801,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis en bancals,7,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,8801,10204.7868,1.612,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
8802,HORTICOLES,HORTA,Altres conreus herbacis en bancals,7,Molins de Rei,81234,Baix Llobregat,11,4,Llobregat,57335,RIERA DE VALLVIDRERA,EL LLOBREGAT,1350.0,HORTA,19,8802,6222.5554,0.84,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8803,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals,7,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,1350.0,HORTA,19,8803,2914.0108,0.393,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8804,HORTICOLES,HORTA,Altres conreus herbacis en bancals,7,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,1350.0,HORTA,19,8804,10929.9111,1.476,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8805,HORTICOLES,HORTA,Altres conreus herbacis en bancals,7,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,3700.0,HORTA,19,8805,6867.4011,2.541,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
8806,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals en regadiu,8,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,HORTA,19,8806,2689.0292,0.363,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8807,FRUITA DOLCA,CIRERERS,Altres conreus herbacis en bancals en regadiu,8,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,1350.0,HORTA,19,8807,1637.3056,0.221,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
8808,VINYA,VINYES,Altres conreus herbacis en bancals en regadiu,8,Badalona,80155,Barcelones,13,5,Besos,59531,TORRENT DE VALLENÇANA,EL BESÃ?S,2600.0,HORTA,19,8808,875.9887,0.228,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
8809,OLIVERAR,OLIVERES,Altres conreus herbacis en bancals,7,Castellbisbal,80543,Valles Occidental,40,4,Llobregat,57852,TORRENT DE SALZES,EL LLOBREGAT,2368.0,HORTA,19,8809,24.9412,0.006,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
8810,HORTICOLES,HORTA,Altres conreus herbacis en bancals,7,Tiana,82824,Maresme,21,2,Maresme,60045,RIERA D'EN FONT,RIERES DEL MARESME,2600.0,HORTA,19,8810,6013.0882,1.563,0,0.0,31.2,0,31.2,0.0,31.2,31.2,0.0,Enough
